QAN,QualificationTitle,AwardingOrganisation,QualificationLevel,QualificationType,SSA,OfferedInEngland,FundedInEngland,GLH,TQT,Pre16,Age16To18,Age18Plus,Age19Plus,FundingStreamName,FundingApprovalStartDate,ProposedOutcome,RolloverStatus,ExclusionReason,OperationalEndDate,PLDNS,CurrentFundingApprovalEndDate,ProposedFundingApprovalEndDate,Comments
50063479,City & Guilds Level 1 Certificate in an Introduction to the Hair and Beauty Sector,City & Guilds Limited,Level 1,Vocationally-Related Qualification,Service enterprises,True,True,129,150,True,True,False,True,Age1619,2009/07/20,Extended,Extended,,,,2027/07/31,2028/07/31,
50063595,City & Guilds  Level 2 Certificate in Floristry,City & Guilds Limited,Level 2,Vocationally-Related Qualification,Horticulture and forestry,True,True,165,260,False,True,False,True,Age1619,2009/10/26,Extended,Extended,,,,2027/07/31,2028/07/31,
50063595,City & Guilds  Level 2 Certificate in Floristry,City & Guilds Limited,Level 2,Vocationally-Related Qualification,Horticulture and forestry,True,True,165,260,False,True,False,True,LocalFlexibilities,2016/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
50063595,City & Guilds  Level 2 Certificate in Floristry,City & Guilds Limited,Level 2,Vocationally-Related Qualification,Horticulture and forestry,True,True,165,260,False,True,False,True,LegalEntitlementL2L3,2016/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
50063601,City & Guilds  Level 2 Diploma in Floristry,City & Guilds Limited,Level 2,Vocationally-Related Qualification,Horticulture and forestry,True,True,550,760,False,True,False,True,LegalEntitlementL2L3,2016/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
50063601,City & Guilds  Level 2 Diploma in Floristry,City & Guilds Limited,Level 2,Vocationally-Related Qualification,Horticulture and forestry,True,True,550,760,False,True,False,True,Age1619,2009/10/26,Extended,Extended,,,,2027/07/31,2028/07/31,
50063601,City & Guilds  Level 2 Diploma in Floristry,City & Guilds Limited,Level 2,Vocationally-Related Qualification,Horticulture and forestry,True,True,550,760,False,True,False,True,LocalFlexibilities,2016/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
50063649,NOCN Level 2 Certificate in Plant Operations (Groundworks),NOCN,Level 2,Vocationally-Related Qualification,Building and construction,True,True,199,250,False,True,True,True,Age1619,2009/09/01,Extended,Extended,,,,2027/07/31,2028/07/31,
50063649,NOCN Level 2 Certificate in Plant Operations (Groundworks),NOCN,Level 2,Vocationally-Related Qualification,Building and construction,True,True,199,250,False,True,True,True,LocalFlexibilities,2016/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
50064332,City & Guilds Entry Level Award in an Introduction to the Hair and Beauty Sector (Entry 3),City & Guilds Limited,Entry Level,Vocationally-Related Qualification,Service enterprises,True,True,62,70,True,True,False,True,Age1416,2009/07/20,Extended,Extended,,,,2027/07/31,2028/07/31,
50065130,City & Guilds Entry Level Award in Introduction to the Hospitality Industry (Entry 3),City & Guilds Limited,Entry Level,Vocationally-Related Qualification,Hospitality and catering,True,True,61,80,True,True,False,True,Age1619,2009/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
50065130,City & Guilds Entry Level Award in Introduction to the Hospitality Industry (Entry 3),City & Guilds Limited,Entry Level,Vocationally-Related Qualification,Hospitality and catering,True,True,61,80,True,True,False,True,LocalFlexibilities,2016/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
50065130,City & Guilds Entry Level Award in Introduction to the Hospitality Industry (Entry 3),City & Guilds Limited,Entry Level,Vocationally-Related Qualification,Hospitality and catering,True,True,61,80,True,True,False,True,Age1416,2009/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
50065191,City & Guilds Entry Level Certificate in Introduction to the Hospitality Industry (Entry 3) ,City & Guilds Limited,Entry Level,Vocationally-Related Qualification,Hospitality and catering,True,True,102,130,True,True,False,True,LocalFlexibilities,2016/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
50065191,City & Guilds Entry Level Certificate in Introduction to the Hospitality Industry (Entry 3) ,City & Guilds Limited,Entry Level,Vocationally-Related Qualification,Hospitality and catering,True,True,102,130,True,True,False,True,Age1619,2009/08/03,Extended,Extended,,,,2027/07/31,2028/07/31,
50065191,City & Guilds Entry Level Certificate in Introduction to the Hospitality Industry (Entry 3) ,City & Guilds Limited,Entry Level,Vocationally-Related Qualification,Hospitality and catering,True,True,102,130,True,True,False,True,Age1416,2009/08/03,Extended,Extended,,,,2027/07/31,2028/07/31,
50065348,YMCA Level 2 Award in Employment Awareness in Active Leisure and Learning,YMCA Awards,Level 2,Other Vocational Qualification,"Sport, leisure and recreation",True,True,45,60,True,True,False,True,Age1416,2009/09/28,Extended,Extended,,,,2027/07/31,2028/07/31,
50065816,City & Guilds Level 2 Award in Employment Awareness in Active Leisure and Learning,City & Guilds Limited,Level 2,Vocationally-Related Qualification,"Sport, leisure and recreation",True,True,45,60,True,True,False,True,Age1416,2009/09/28,Excluded,Excluded,Operating End Date is before the Threshold,2026/08/31,,2027/07/31,2027/07/31,
50065907,EAL Level 2 NVQ Diploma in Business Improvement Techniques,"Excellence, Achievement & Learning Limited",Level 2,Occupational Qualification,Engineering,True,True,249,560,False,True,False,True,Age1619,2010/03/01,Extended,Extended,,,,2027/07/31,2028/07/31,
50065907,EAL Level 2 NVQ Diploma in Business Improvement Techniques,"Excellence, Achievement & Learning Limited",Level 2,Occupational Qualification,Engineering,True,True,249,560,False,True,False,True,LocalFlexibilities,2016/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
50066432,City & Guilds  Level 1 Award in Work-Based Animal Care,City & Guilds Limited,Level 1,Occupational Qualification,Animal care and veterinary science,True,True,90,100,True,True,False,True,Age1416,2009/09/01,Extended,Extended,,,,2027/07/31,2028/07/31,
50066602,City & Guilds  Level 1 Certificate in Work-based Land-Based Operations,City & Guilds Limited,Level 1,Occupational Qualification,Horticulture and forestry,True,True,188,220,True,True,False,True,Age1416,2009/08/01,Excluded,Excluded,Operating End Date is before the Threshold,2026/12/31,,2027/07/31,2027/07/31,
50067060,City & Guilds Level 2 Award for IT Users (ITQ) ,City & Guilds Limited,Level 2,Vocationally-Related Qualification,Digital technology (users),True,True,70,100,True,True,False,True,Age1416,2010/03/15,Extended,Extended,,,,2027/07/31,2028/07/31,
50067102,City & Guilds  Level 1 Diploma in Work-Based Animal Care,City & Guilds Limited,Level 1,Occupational Qualification,Animal care and veterinary science,True,True,342,390,True,True,False,True,LocalFlexibilities,2016/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
50067102,City & Guilds  Level 1 Diploma in Work-Based Animal Care,City & Guilds Limited,Level 1,Occupational Qualification,Animal care and veterinary science,True,True,342,390,True,True,False,True,Age1619,2009/09/01,Extended,Extended,,,,2027/07/31,2028/07/31,
50067102,City & Guilds  Level 1 Diploma in Work-Based Animal Care,City & Guilds Limited,Level 1,Occupational Qualification,Animal care and veterinary science,True,True,342,390,True,True,False,True,Age1416,2009/09/01,Extended,Extended,,,,2027/07/31,2028/07/31,
50067114,City & Guilds  Level 1 Diploma in Work-based Land-Based Operations,City & Guilds Limited,Level 1,Occupational Qualification,Horticulture and forestry,True,True,333,370,True,True,False,True,Age1416,2009/08/17,Excluded,Excluded,Operating End Date is before the Threshold,2026/12/31,,2027/07/31,2027/07/31,
50067126,City & Guilds  Level 1 Award in Work-Based Land-based Operations,City & Guilds Limited,Level 1,Occupational Qualification,Horticulture and forestry,True,True,90,100,True,True,False,True,Age1416,2009/09/01,Excluded,Excluded,Operating End Date is before the Threshold,2026/12/31,,2027/07/31,2027/07/31,
50067242,City & Guilds Level 2 Certificate for IT Users (ITQ) ,City & Guilds Limited,Level 2,Vocationally-Related Qualification,Digital technology (users),True,True,120,160,True,True,False,True,Age1416,2010/03/15,Extended,Extended,,,,2027/07/31,2028/07/31,
5006759X,City & Guilds Level 1 Certificate for IT Users (ITQ) ,City & Guilds Limited,Level 1,Vocationally-Related Qualification,Digital technology (users),True,True,85,130,True,True,False,True,Age1416,2009/09/01,Extended,Extended,,,,2027/07/31,2028/07/31,
50067606,City & Guilds Level 2 Diploma for IT Users (ITQ) ,City & Guilds Limited,Level 2,Vocationally-Related Qualification,Digital technology (users),True,True,275,380,True,True,False,True,Age1416,2009/08/17,Extended,Extended,,,,2027/07/31,2028/07/31,
50067692,City & Guilds Entry Level Certificate in Personal Progress (Entry 1),City & Guilds Limited,Entry Level,Vocationally-Related Qualification,Foundations for learning and life,True,True,140,140,True,True,False,True,LocalFlexibilities,2016/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
50067692,City & Guilds Entry Level Certificate in Personal Progress (Entry 1),City & Guilds Limited,Entry Level,Vocationally-Related Qualification,Foundations for learning and life,True,True,140,140,True,True,False,True,Age1416,2009/09/01,Extended,Extended,,,,2027/07/31,2028/07/31,
50067692,City & Guilds Entry Level Certificate in Personal Progress (Entry 1),City & Guilds Limited,Entry Level,Vocationally-Related Qualification,Foundations for learning and life,True,True,140,140,True,True,False,True,Age1619,2009/09/01,Extended,Extended,,,,2027/07/31,2028/07/31,
50067928,City & Guilds Entry Level Diploma in Personal Progress (Entry 1),City & Guilds Limited,Entry Level,Vocationally-Related Qualification,Foundations for learning and life,True,True,370,370,True,True,False,True,Age1416,2009/09/01,Extended,Extended,,,,2027/07/31,2028/07/31,
50067928,City & Guilds Entry Level Diploma in Personal Progress (Entry 1),City & Guilds Limited,Entry Level,Vocationally-Related Qualification,Foundations for learning and life,True,True,370,370,True,True,False,True,LocalFlexibilities,2016/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
50067928,City & Guilds Entry Level Diploma in Personal Progress (Entry 1),City & Guilds Limited,Entry Level,Vocationally-Related Qualification,Foundations for learning and life,True,True,370,370,True,True,False,True,Age1619,2009/09/01,Extended,Extended,,,,2027/07/31,2028/07/31,
50068039,VTCT Skills Entry Level Certificate in an Introduction to the Hair and Beauty Sector (Entry 3),VTCT Skills,Entry Level,Vocationally-Related Qualification,Service enterprises,True,True,114,130,True,True,False,True,LocalFlexibilities,2016/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
50068039,VTCT Skills Entry Level Certificate in an Introduction to the Hair and Beauty Sector (Entry 3),VTCT Skills,Entry Level,Vocationally-Related Qualification,Service enterprises,True,True,114,130,True,True,False,True,Age1416,2009/09/14,Extended,Extended,,,,2027/07/31,2028/07/31,
50068039,VTCT Skills Entry Level Certificate in an Introduction to the Hair and Beauty Sector (Entry 3),VTCT Skills,Entry Level,Vocationally-Related Qualification,Service enterprises,True,True,114,130,True,True,False,True,Age1619,2009/09/14,Extended,Extended,,,,2027/07/31,2028/07/31,
50068040,VTCT Skills Entry Level Award in an Introduction to the Hair and Beauty Sector (Entry 3),VTCT Skills,Entry Level,Vocationally-Related Qualification,Service enterprises,True,True,62,70,True,True,False,True,Age1416,2009/09/14,Extended,Extended,,,,2027/07/31,2028/07/31,
50068052,City & Guilds Level 1 Award for IT Users - (ITQ),City & Guilds Limited,Level 1,Vocationally-Related Qualification,Digital technology (users),True,True,60,90,True,True,False,True,Age1416,2009/09/01,Extended,Extended,,,,2027/07/31,2028/07/31,
50068180,City & Guilds  Level 2 Diploma in Work-based Animal Care,City & Guilds Limited,Level 2,Occupational Qualification,Animal care and veterinary science,True,True,309,440,False,True,False,True,Age1619,2009/09/14,Extended,Extended,,,,2027/07/31,2028/07/31,
50068180,City & Guilds  Level 2 Diploma in Work-based Animal Care,City & Guilds Limited,Level 2,Occupational Qualification,Animal care and veterinary science,True,True,309,440,False,True,False,True,LocalFlexibilities,2016/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
50068210,VTCT Skills Level 1 Award in an Introduction to the Hair and Beauty Sector,VTCT Skills,Level 1,Vocationally-Related Qualification,Service enterprises,True,True,72,90,True,True,False,True,Age1619,2009/09/01,Extended,Extended,,,,2027/07/31,2028/07/31,
50068210,VTCT Skills Level 1 Award in an Introduction to the Hair and Beauty Sector,VTCT Skills,Level 1,Vocationally-Related Qualification,Service enterprises,True,True,72,90,True,True,False,True,LocalFlexibilities,2016/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
50068210,VTCT Skills Level 1 Award in an Introduction to the Hair and Beauty Sector,VTCT Skills,Level 1,Vocationally-Related Qualification,Service enterprises,True,True,72,90,True,True,False,True,Age1416,2009/09/01,Extended,Extended,,,,2027/07/31,2028/07/31,
50068246,City & Guilds Entry Level Award in Personal Progress (Entry 1) ,City & Guilds Limited,Entry Level,Vocationally-Related Qualification,Foundations for learning and life,True,True,80,80,True,True,False,True,LocalFlexibilities,2016/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
50068246,City & Guilds Entry Level Award in Personal Progress (Entry 1) ,City & Guilds Limited,Entry Level,Vocationally-Related Qualification,Foundations for learning and life,True,True,80,80,True,True,False,True,Age1619,2009/09/01,Extended,Extended,,,,2027/07/31,2028/07/31,
50068246,City & Guilds Entry Level Award in Personal Progress (Entry 1) ,City & Guilds Limited,Entry Level,Vocationally-Related Qualification,Foundations for learning and life,True,True,80,80,True,True,False,True,Age1416,2009/09/01,Extended,Extended,,,,2027/07/31,2028/07/31,
50068301,WJEC Level 1 Certificate in Latin Language,WJEC-CBAC,Level 1,Other General Qualification,"Other languages, literature and culture",True,True,130,160,True,True,False,True,Age1416,2009/12/21,Extended,Extended,,2028/02/29,,2027/07/31,2028/02/29,
50068313,WJEC Level 1 Certificate in Latin Language and Roman Civilisation,WJEC-CBAC,Level 1,Other General Qualification,"Other languages, literature and culture",True,True,130,160,True,True,False,True,Age1416,2009/12/21,Extended,Extended,,2028/02/29,,2027/07/31,2028/02/29,
50068398,VTCT Skills Level 1 Certificate in an Introduction to the Hair and Beauty Sector,VTCT Skills,Level 1,Vocationally-Related Qualification,Service enterprises,True,True,119,150,True,True,False,True,Age1416,2009/09/01,Extended,Extended,,,,2027/07/31,2028/07/31,
50068398,VTCT Skills Level 1 Certificate in an Introduction to the Hair and Beauty Sector,VTCT Skills,Level 1,Vocationally-Related Qualification,Service enterprises,True,True,119,150,True,True,False,True,Age1619,2009/09/01,Extended,Extended,,,,2027/07/31,2028/07/31,
